vote,n_vote,vote_count_ok,vote_count_nok,vote_count_mitige,optype,title,body,tsneX,tsneY,ptcol,ptcex
0.777777777777778,9,7,2,0,Expression Libre & Sujets de société,Veuves,<p>Rendre la demie part fiscale aux veufs et veuves n'ayant pas 2 enfants à charge. </p><p>Aujourd'hui nous sommes considérés comme célibataires.</p><p>Je considère cela comme une double peine.</p>,-40.416516391401,-41.6745241373729,#A6D96A99,0.508234217749314
0.235294117647059,17,4,12,1,Expression Libre & Sujets de société,"\""Une farouche et grossiére presemption avait délvrée les sots et les ignorants du sentiment de leur nullité\""",<p>pour limiter les envolées lyriques des manipulateurs du peuple... parce que ça s appelle des apprentis dictateurs....</p>,38.3459906031645,2.17504037132909,#F46D4399,0.515553522415371
1,8,8,0,0,Expression Libre & Sujets de société,Coopérative citoyenne communale,"<p>: <img src=\""https://le-vrai-debat.fr/media/default/0001/01/b766ee3d2097eb7f4c6ab98b1a0228bffce2673d.png\"" alt=\""b766ee3d2097eb7f4c6ab98b1a0228bffce2673d.png\"" /></p>",2.91521908236135,18.9316849540878,#1A985099,0.507319304666057
0.581395348837209,43,25,15,3,Expression Libre & Sujets de société,"Suppression de la réversion des pensions pour les retraités aisés, par exemple plus de 5000€ / mois","<p>Afin de réaliser des économies pour les générations actives vis-à vis des générations à la retraite, mais sans remettre en cause la solidarité entre les générations, les retraités les plus aisés pourraient ne plus percevoir la réversion de la retraite du conjoint décédé si ses propres revenus sont supérieurs à 5000€/mois (Revenus du Patrimoine compris).</p>",-37.8486519280975,-19.500221237993,#FFFFBF99,0.539341262580055
0.21875,32,7,21,4,Expression Libre & Sujets de société,TVA 25%,<p>Qu’est ce que vous pensez de mettre la TVA à 25% mais plus aucune autre Taxe ?</p>,-36.2396570546071,44.0085679113702,#F46D4399,0.529277218664227
0.921052631578947,38,35,3,0,Expression Libre & Sujets de société,Logement : Justice pour les locataires et propriétaires. Halte aux mauvais payeurs,"<p>Résoudre la crise du logement avec plus de justice.</p><p>Les locataires ont du mal a trouver un logement car les proprietaires demandent des garanties (ce qui est normal).</p><p><br /></p><p>Mais si un locataire est de mauvaise foi et mauvais payeur, le proprietaire va avoir un vrai parcours du combattant à faire pour déloger le locataire et récupérer ses loyers. Plusieurs relances, des mois avant une decision du tribunal, dégradations du logement et attente de plusieurs années pour esperer récupérer des loyers...sans aucune informations de la part des huissiers ou du tribunal....</p><p><br /></p><p>Bref, les propriétaires préfèrent laisser leur logements vacants!!</p><p><br /></p><p>Idem pour les mauvais payeurs des charges de copropriété : des années pour les déloger alors que le reste des copropriétaires payent les charges manquantes....</p><p><br /></p><p>Gachis énorme alors que la majorité des locataires sont honnetes, les propriétaires et locataires sont victime d'une justice defaillante!</p><p><br /></p><p>Il faut une réponse plus rapide concernant les mauvais payeurs de mauvaise foi; délogement plus rapide, décision de justice plus rapide...</p>",-39.7801488351708,35.359516328181,#1A985099,0.53476669716377
0.888888888888889,9,8,1,0,Expression Libre & Sujets de société,"Le débat \""Macronesque\"", une belle fumisterie","<p>Notre \""Résident de la République\"" grand acteur de théâtre drivé par Mme Brigitte, son épouse, gratifie les élus, et qui veut l'entendre dans ses grandes messes où il a réponse à tout, le bougre. Comme dirait Josiane Balasko , on assiste à l'émission \""questions pour un champion\"". Seulement, je crains que Mme Brigitte ne lui ait pas donné l'explication de texte de ses grandes tirades stériles. C'est au peuple de lui donner la signification du texte par nos luttes et le pousser à renoncer à sa politique de sape social</p>",25.5743467897206,-7.56236770089075,#66BD6399,0.508234217749314
0.818181818181818,11,9,1,1,Expression Libre & Sujets de société,Dos route obligatoire jusqu'à l'âge de 4 ans,"<p><strong>Un enfant assis dans un siège orienté vers l'arrière court environ : </strong></p><ul><li><strong style=\""color:rgb(255,97,97);\"">96%</strong> de risque de moins qu'un enfant non attaché d'être blessé lors d'un accident.</li><li>Seulement <strong style=\""color:rgb(255,97,97);\"">77%</strong> de risque de moins avec un siège orienté vers l'avant.</li><li><strong style=\""color:rgb(255,97,97);\""> 70% de risques en moins</strong> de traumatisme crânien</li><li> <strong style=\""color:rgb(255,97,97);\"">73% de tension en moins</strong> sur le cou</li></ul><p>​</p><p>Volvo dispose d'une <strong style=\""color:rgb(255,97,97);\"">base de données de plus de 35 000 accidents</strong>. Excepté dans un cas extrême, <strong style=\""color:rgb(255,97,97);\"">aucun enfant n'a été tué dans un siège-auto orienté vers l'arrière</strong> (source volvocars.com).</p><p>​</p><p>Grâce au dos à la route prolongé la Suède détient<span style=\""color:rgb(255,97,97);\""> </span><strong style=\""color:rgb(255,97,97);\"">le plus petit nombre d'enfants de moins de 4 ans tués dans des accidents de la route.</strong></p><p><br /></p><p><a href=\""https://www.securange.fr/dosroute\"">Source securange</a></p>",-5.51520427120805,44.0350943727021,#66BD6399,0.510064043915828
1,7,7,0,0,Expression Libre & Sujets de société,L'égalité des droits et des chances,"<p>Application de la loi sur l\""accessobilité. SERVICE-PUBLIC pas public pour tous.</p>",9.87912475063781,-15.4154523886703,#1A985099,0.5064043915828
1,2,2,0,0,Expression Libre & Sujets de société,"supprimer, pour les organismes de formation de - de 5 salariés, l'obligation d'obtenir un label qualité en 2021, conserver le \""Datadock\""","<p>ce label qualité devra être attribué par un organisme extérieur (comme bureau veritas par exemple) pour tous les organisme de formation . Coût : environ 3000€, puis environ 1000€ chaque année.</p>",-4.32024146527882,0.12941389231123,#1A985099,0.501829826166514
