vote,n_vote,vote_count_ok,vote_count_nok,vote_count_mitige,optype,title,body,tsneX,tsneY,ptcol,ptcex
1,6,6,0,0,"Démocratie, Institutions",La République garante des biens communs,"<ol><li><strong>Constitutionnaliser la règle verte</strong> : ne pas prélever sur la nature davantage que ce qu'elle peut reconstituer, ni produire plus que ce qu'elle peut supporter.</li><li><strong>Protéger les biens communs : l'air, l'eau, l'alimentation, le vivant, la santé, l'énergie, la monnaie ne sont pas des marchandises. Ils doivent être gérés démocratiquement </strong>: le droit de propriété doit être soumis à l'intérêt général, la propriété commune protégée et les services publics développés.</li><li><strong>Constitutionnaliser et rendre effectifs les droits au travail et au logement.</strong></li><li>Amnistier les syndicalistes et militants associatifs condamnés pour faits de luttes sociales, écologiques ou pour la défense des libertés, <strong>protéger les lanceurs d'alerte et investir les salariés d'une mission d'alerte sociale et environnementale.</strong></li></ol>",-11.4958206529486,42.3330548096312,#1A985099,0.50389357560026
0.827586206896552,29,24,2,3,"Démocratie, Institutions",institutions,<p>Mise en place du RIC</p>,-56.4672989447824,-5.57546993555286,#66BD6399,0.518818948734588
0.428571428571429,7,3,0,4,"Démocratie, Institutions",Le quorum éliminatoire seule forme électorale démocratique,"<p>Il est impératif que les inscrits puissent voter \""contre\"", sans devoir mécaniquement, voter pour n'importe qui.</p><p>On se retrouve aujourd'hui à devoir répondre à des quizz électoraux, ou le choix du moins pire nous est imposé, par la peur.</p><p>La seule solution est de pouvoir rejeter toutes les propositions, si aucune ne nous convient.</p><p>Ce qui veut dire imposer un quorum minimum de 50% de participation, pour qu'une élection soit validée, et qu'en dessous de ce seuil, elle soit annulée, avec INTERDICTION de se représenter pour 5 ans, pour les candidats qui n'intéressent pas 50% des inscrits.</p>",23.7528007735223,-18.6643265921892,#FEE08B99,0.50454250486697
0.833333333333333,18,15,2,1,"Démocratie, Institutions",Elections présidentielles au jugement majoritaire,"<p>Changer le mode de scrutin au moins pour l'élection présidentielle pour passer au jugement majoritaire, qui permettrait d'offrir bien plus de légitimité au candidat élu.</p><p><span style=\""background-color:rgb(16,101,180);color:rgb(255,255,255);\"">Car le scrutin majoritaire à un ou deux tours mesure mal les opinions. Il force l’électeur à voter pour un seul candidat alors qu'il a des opinions sur tous les candidats. Un électeur pourrait vouloir soutenir plusieurs candidats, apprécier peu le candidat pour qui il a voté, voter utile, voter pour, ou voter contre. Néanmoins, chaque vote est comptabilisé comme une adhésion et vaut 1 ce aui peut induire le scrutin majoritaire à de graves erreurs (même avec seulement 2 candidats).</span></p>",24.6185774119356,-33.6825232487124,#66BD6399,0.511680726800779
0.4,10,4,1,5,"Démocratie, Institutions",ORGANISATION SENAT ET ASSEMBLEE NATIONALE,<p>Sénateur et député 1 pour 100000 HAB avec 25% de proportionnelle encore que ce soit difficile à mettre en œuvre élu pour 3 ans renouvelable par 1/3; 1 semaine à Paris 1 semaine dans les circonscriptions pour être près des Français. Vote à bulletin de secret. 90% de présents pour qu'1 loi soit votée.Pour qu'une loi soit votée sur un même sujet que des lois déjà votées  prendre les anciennes soit les amender soit les annuler. si pas d'accord entre sénat et AS NAT une commission paritaire finit par trancher. Loi immédiatement applicable Pour être élu aucune condamnation faire pas plus de 3 mandatures (9). Peuvent être adjoint au maire ou conseiller municipal d'1 ville de - 50000 Hab</p>,0.722740409440842,-26.7467295764419,#FEE08B99,0.506489292667099
0.483333333333333,60,29,29,2,"Démocratie, Institutions",Halte à l'immigration.,"<p>Suppression du regroupement familial.</p><p>Expulsion des déboutés du droit d'asile.</p><p>Expulsion des mineurs isolés.</p><p>Suppression de la double ou triple nationalité.</p><p>Les gens vont en vacances ou en retraite dans la plupart des pays d'où proviennent les migrants, pourquoi ne restent-ils pas chez-eux à embellir  ou reconstruire leurs  pays ?</p>",11.2113187477809,60.5890424098543,#FEE08B99,0.538935756002596
0.833333333333333,12,10,1,1,"Démocratie, Institutions",Parrainage citoyen candidats aux presidentielles,<p>Remplacer le parrainage d'élus par le parrainage citoyen pour les candidats à l'élection présidentielle</p>,18.3752786416866,-35.8504432546556,#66BD6399,0.507787151200519
0.5,8,4,2,2,"Démocratie, Institutions",Organisation de l’État et services publics,"<p><strong><br /></strong></p><p>Il est absolument inique qu’il existe de si grandes disparités entre les territoires. Comment peut on justifier les dépenses énormes effectuées par la région parisienne et payées par les impôts de tous les français ? Comment peut on accepter que des territoires se vident de leurs habitants ?</p><p><br /></p><p>1. Chaque territoire doit donc prélever des impôts auprès des habitants de son territoire afin de subventionner ses équipements et ses infrastructures propres.</p><p>Il faut lutter contre les énormes disparités entre territoires.</p><p>2. Il faut faire subventionner par le pays tout entier, non pas les territoires peuplés mais au contraire les territoires qui se vident de leurs habitants. Nous pourrons ainsi inciter au repeuplement de ces territoires et obtenir une bien meilleure répartition des gens sur tout le pays.</p><p>3. Chaque territoire doit être le plus autonome possible. Etre autonome signifie fournir à ses habitants tout le nécessaire mais pas le superflu (logement décent, travail local, nourriture locale grâce au retour des fermes, énergie produite localement, école locale, loisirs locaux, ...</p><p>Rappelons que plus un territoire est autonome, moins il a de besoins de mobilités et donc moins il nuit à l’environnement.</p><p>Passer du système actuel où nombre de territoires sont extrêmement dépendants des autres et du monde à un système de territoires autonomes ne peut pas se faire brutalement. </p><p><br /></p><p>Il faut donc :</p><p>4. Mettre en place un système de mesure du degré d’autonomie de chaque territoire dans un premier temps. Cette mesure étant actualisée périodiquement.</p><p>5. Ensuite définir pour chaque période un objectif d’amélioration de l’autonomie à atteindre.Néanmoins les différents territoires peuvent décider de partager des ressources ou infrastructures communes par convocation des citoyens et non de leurs représentants.</p><p>Pour atteindre l’autonomie énergétique, il faut que les besoins de mobilité soient relativement bas. Mais il faut également que nos lieux de vie (logements, bureaux, usines) soient particulièrement bien isolés et/ou construits intelligemment pour réduire très fortement les besoins de chauffage ou de climatisation (et tous autres besoins énergétiques).</p><p>6. Faire un bilan exhaustif de tout le bâti existant sous l’angle des consommations énergétiques. Actualiser périodiquement de bilan.</p><p>7. Se fixer un objectif de réduction des consommations énergétiques de l’existant pour chaque période ; cet objectif minimum devrait être de 15 % environ. Avoir conscience que viser un objectif supérieur est très intéressant parce qu’il évite de refaire des travaux sans cesse.</p><p>8. De manière générale promouvoir tout ce qui concourt à toujours plus de sobriété énergétique.</p><p>9. Enfin, les citoyens établissent une charte de l’organisation de l’Etat qui précise les objectifs à atteindre d’équité et d’autonomie entre territoires sur les bases ci-dessus.</p>",-21.9607404502504,29.2270438469892,#FFFFBF99,0.505191434133679
1,3,3,0,0,"Démocratie, Institutions",Pluralisme démocratique dans la société de l'information,"<p>Des medias au service de l'information :</p><ul><li>adoption d’une loi anti-concentration engageant la fonction publique dans le souci de la diversité de l'information ;</li><li>refonte d'un service public de l'information où, notamment, toutes les catégories sociales seraient représentées, en lien fort avec l'expression populaire présente sur internet ;</li><li>adoption d'un code signalétique obligatoire précisant le modèle économique des diffuseurs d'information ;</li><li>adoption d’une loi visant à renforcer la protection des sources des journalistes ;</li><li>adoption d'une loi visant à protéger les lanceurs d'alerte ;</li><li>création d’un Conseil national des médias, organe citoyen de régulation et de contrôle, composé de citoyens régulièrement tirés au sort et d'experts élus et rendant compte, ayant autorité à analyser et sanctionner moralement une information dans le temps de son effectivité ;</li><li>éducation (collège et lycée) à l'image : qu'est-ce qu'un contexte, problématique du fait et de son récit, subjectivité de l'image comme jeu de cadrage, etc.</li></ul>",-19.3366779369565,13.0169570967044,#1A985099,0.50194678780013
0.8,5,4,1,0,"Démocratie, Institutions",TIRAGE AU SORT POUR LE RECRUTEMENT DE NOS ÉLUS LOCAUX,"<p>	Afin que l'ensemble des citoyens puisse s'investir d'avantage dans la vie politique, une réforme du mode de recrutement des élus locaux serait intéressante. </p><p><br /></p><p>	En effet, nous pourrions recruter nos élus locaux (conseillers municipaux, départementaux et régionaux) par tirages au sort. Nous pourrions par exemple imaginer que les tirés au sort le soient sur une liste de volontaire qui se sentirait apte à mener les affaires locales.</p><p><br /></p><p>	 D'une certaine manière, ceci aurait l'avantage de susciter chez l'ensemble de la population un plus grand intérêt pour la vie politique car les citoyens seront directement impliqués dans la gestion des affaires locales. </p><p><br /></p><p>	De plus, le tirage au sort exercera une certaine pression sur l'élu qui sera poussé à faire passer l'intérêt général avant toute chose car une action contre l'intérêt général ne serait plus légitimé par son élection. \""Vous m'avez élu alors je fais ce que je veux pendant 5 ans\"" E. Macron. </p><p><br /></p><p>	Enfin, le tirage au sort permettrait tout simplement d'instaurer plus de démocratie car tout le monde aurait les moyens d'être élus, et les mandats ne seraient plus l'apanage de quelques caciques. </p><p><br /></p><p>Bien entendu ce n'est que l'idée générale et elle peut être approfondie.  </p>",5.77444150678644,-3.13979025858899,#66BD6399,0.50324464633355
